mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
0	0.0	4.24463985741e-06	0.0	0.0	1.5119194003e-05	0.0	0.0	2.59082508436e-08	0.0	0.0	2.78238046852e-10	0.0	0.0	2.43382487059e-19	0.0	0.0	4.24463985741e-06	0.0	0.0	0.0	0.0	10.0
60	0.0166666666667	0.0217893208599	0.000299558209814	0.000235054339546	0.0195120292128	2.07952297949e-06	6.99612009203e-06	3.3435813259e-05	3.56347057765e-09	1.19885513897e-08	1.0877653626e-05	2.79511037754e-10	9.56726288102e-10	1.80937418068e-09	2.97239287124e-13	1.11604108677e-12	0.0217893208599	0.000299558209814	0.000235054339546	3.20222359096e-07	7.46810934146e-06	9.99999254399
120	0.0333333333333	0.0520366633555	0.0015630583524	0.00113645744955	0.0465560398622	2.07943335502e-05	6.58562873135e-05	7.97784299078e-05	3.56331699716e-08	1.1285133394e-07	4.27847375536e-05	4.90517058992e-09	1.59537542415e-08	3.52088860556e-08	2.73953836007e-11	1.13303520748e-10	0.0520366633555	0.0015630583524	0.00113645744955	7.63796433593e-07	4.01366692224e-05	9.99996000459
180	0.05	0.0809419100086	0.00377937525702	0.00255506428295	0.0647001689458	7.12420766727e-05	0.000212464481599	0.000110870209506	1.22080422586e-07	3.64079135668e-07	7.650326403e-05	2.20568806882e-08	6.89038789989e-08	1.45414878002e-07	3.13881366752e-10	1.25516515276e-09	0.0809419100086	0.00377937525702	0.00255506428295	1.17012372316e-06	9.8414431111e-05	9.99990212852
240	0.0666666666667	0.107691190834	0.00682785981645	0.00431235596118	0.0760843217236	0.000161824165174	0.000455688053924	0.000130378093706	2.77301889443e-07	7.80867049205e-07	0.000103721193932	5.94378097936e-08	1.79265395577e-07	3.39341600053e-07	1.52173451223e-09	5.88826395591e-09	0.107691190834	0.00682785981645	0.00431235596118	1.5313100839e-06	0.000179710184622	9.99982165099
300	0.0833333333333	0.132212056227	0.0105883606312	0.0062749446373	0.0835463080261	0.000296516975703	0.00079101175854	0.000143164953433	5.08111489565e-07	1.35547774943e-06	0.000124642913674	1.23012864992e-07	3.59515390158e-07	6.02384813282e-07	4.76797320006e-09	1.79109815207e-08	0.132212056227	0.0105883606312	0.0062749446373	1.85052273308e-06	0.00028139135055	9.99972133182
360	0.1	0.15460527839	0.0149526240251	0.00834698982992	0.0886181379031	0.000476638958356	0.00120869910474	0.000151856041111	8.16768519039e-07	2.07122678588e-06	0.000141042367698	2.17181117181e-07	6.16623875809e-07	9.18939198818e-07	1.15403265625e-08	4.22042060935e-08	0.15460527839	0.0149526240251	0.00834698982992	2.1325904462e-06	0.000401081823657	9.99960365853
420	0.116666666667	0.17501953394	0.0198255576188	0.0104602340213	0.0921341762104	0.000701903301373	0.00169770136673	0.000157881124354	1.20278149723e-06	2.90918106202e-06	0.000154372146834	3.45139718238e-07	9.5361211713e-07	1.27746752666e-06	2.36042965287e-08	8.42236888566e-08	0.17501953394	0.0198255576188	0.0104602340213	2.38222238364e-06	0.000536695964427	9.99947081421
480	0.133333333333	0.193613659306	0.0251242783409	0.0125663439664	0.0946038972131	0.000971054582514	0.00224729993865	0.000162113238264	1.6639991326e-06	3.85097317486e-06	0.000165609752305	5.09195032065e-07	1.3708024915e-06	1.67007813202e-06	4.29279087678e-08	1.49692139945e-07	0.193613659306	0.0251242783409	0.0125663439664	2.60362266135e-06	0.000686416444282	9.99932470136
540	0.15	0.210543430821	0.0307767130202	0.0146314300373	0.0963590649522	0.00128230595412	0.00284781518973	0.000165120893702	2.19735948298e-06	4.88001610912e-06	0.000175394569053	7.10953380264e-07	1.86660176707e-06	2.09138809308e-06	7.16264942189e-08	2.44389783062e-07	0.210543430821	0.0307767130202	0.0146314300373	2.80043740045e-06	0.000848661306388	9.99916697646
600	0.166666666667	0.225956231355	0.0367202091634	0.0166321469442	0.0976201599951	0.00163356629248	0.00349079663508	0.000167281906168	2.7992791988e-06	5.98182911387e-06	0.000184146816788	9.51533071746e-07	2.43811083815e-06	2.53766248964e-06	1.11917937144e-07	3.7400609723e-07	0.225956231355	0.0367202091634	0.0166321469442	2.97579921986e-06	0.00102205163859	9.99899908366
660	0.183333333333	0.239988863031	0.0429002751565	0.0185528931464	0.0985343293467	0.00202263331245	0.00416900087239	0.000168848426768	3.46598444421e-06	7.14399989492e-06	0.000192144954575	1.23163958313e-06	3.08154827436e-06	3.00624962456e-06	1.66091862705e-07	5.44038359838e-07	0.239988863031	0.0429002751565	0.0185528931464	3.13239147105e-06	0.00120538267132	9.99882228488
720	0.2	0.252766877446	0.0492694750194	0.0203837751102	0.0992004404951	0.00244730105508	0.00487626972654	0.000169989874832	4.19369508799e-06	8.3559758034e-06	0.000199574103279	1.55166692713e-06	3.79258373538e-06	3.49521518329e-06	2.36484492955e-07	7.59722949346e-07	0.252766877446	0.0492694750194	0.0203837751102	3.27251253751e-06	0.00139759877791	9.99863768578
780	0.216666666667	0.26440475648	0.0557864740824	0.0221191112041	0.0996858315118	0.00290540996415	0.00560735498677	0.000170821640879	4.97871051457e-06	9.60876350534e-06	0.000206558154893	1.91177065863e-06	4.5665822992e-06	4.00310080231e-06	3.25458424958e-07	1.02598961372e-06	0.26440475648	0.0557864740824	0.0221191112041	3.39813469506e-06	0.00159777218315	9.99844625796
840	0.233333333333	0.275006467834	0.0624152214165	0.0237563218104	0.100036255695	0.00339489568687	0.00635779945456	0.000171422127759	5.81749324902e-06	1.08947251453e-05	0.00021318107836	2.31190152921e-06	5.39874820684e-06	4.52876706247e-06	4.35387987733e-07	1.34743735784e-06	0.275006467834	0.0624152214165	0.0237563218104	3.51095486327e-06	0.00180508496503	9.99824885769
