mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
0	0.0	6.84940938031e-07	0.0	0.0	1.51488127033e-05	0.0	0.0	2.59590054484e-08	0.0	0.0	2.78238046852e-10	0.0	0.0	2.43382487059e-19	0.0	0.0	6.84940938031e-07	0.0	0.0	0.0	0.0	10.0
60	0.0166666666667	0.00217008926268	3.21461734721e-05	2.60161967992e-05	0.0251404390347	1.43062812032e-06	4.9240134666e-06	4.30806563298e-05	2.45152434698e-09	8.43778947637e-09	1.39812112353e-05	1.97479155298e-10	6.90496630585e-10	2.25109787708e-09	2.37639875216e-13	8.80949096315e-13	0.00217008926268	3.21461734721e-05	2.60161967992e-05	3.2461812656e-08	8.0471493697e-07	9.99999919665
120	0.0333333333333	0.00485950212299	0.000155269892243	0.00012168758591	0.0562405945423	1.30280427903e-05	4.37282925238e-05	9.63738828078e-05	2.23248541255e-08	7.49328020688e-08	5.26188991836e-05	3.13030658381e-09	1.06928100877e-08	4.46227456636e-08	1.85471489806e-11	7.89641882222e-11	0.00485950212299	0.000155269892243	0.00012168758591	7.39191254834e-08	4.00417229951e-06	9.99999601035
180	0.05	0.00743388491999	0.000368309696271	0.000279484992811	0.0757021679093	4.32763184119e-05	0.000141518281885	0.000129723234929	7.41582992306e-08	2.42505727838e-07	9.09327617191e-05	1.35379266972e-08	4.58008642323e-08	1.79499882575e-07	2.00013376673e-10	8.4332083928e-10	0.00743388491999	0.000368309696271	0.000279484992811	1.1350026002e-07	9.644628357e-06	9.9999904095
240	0.0666666666667	0.00981681907106	0.0006629374997	0.000487185304505	0.087358130528	9.72376860571e-05	0.000309804417029	0.000149696892473	1.66626498827e-07	5.30880849022e-07	0.000120697281233	3.59112321042e-08	1.20679275648e-07	4.09749051106e-07	9.41144014126e-10	3.93015534898e-09	0.00981681907106	0.0006629374997	0.000487185304505	1.50020192974e-07	1.75709233052e-05	9.99998256326
300	0.0833333333333	0.0119867734986	0.00102952872422	0.000732940857665	0.0945895258636	0.00017764598355	0.000551698526295	0.00016208861152	3.04414157412e-07	9.4539059466e-07	0.00014288743477	7.38797034426e-08	2.46885446794e-07	7.15733162399e-07	2.90383831415e-09	1.20348107217e-08	0.0119867734986	0.00102952872422	0.000732940857665	1.83170460495e-07	2.75874713441e-05	9.99997268007
360	0.1	0.0139444690473	0.00145846994218	0.00100621281758	0.0991383897609	0.000285688598254	0.000865466866613	0.000169883544694	4.89555981968e-07	1.48306402263e-06	0.000159775252379	1.30245664049e-07	4.32883599413e-07	1.07854747119e-06	6.97348559801e-09	2.87204489207e-08	0.0139444690473	0.00145846994218	0.00100621281758	2.12989330372e-07	3.94921713113e-05	9.99996097362
420	0.116666666667	0.0156999726794	0.00194067392354	0.00129799055944	0.101961569795	0.000421520134503	0.0012467345636	0.000174721346001	7.22316902484e-07	2.13640434819e-06	0.000173100608614	2.07125712539e-07	6.84391071705e-07	1.4846297618e-06	1.4210399434e-08	5.81980981808e-08	0.0156999726794	0.00194067392354	0.00129799055944	2.39656117735e-07	5.309008027e-05	9.99994764917
480	0.133333333333	0.0172674245383	0.00246777854845	0.00160075094634	0.103650251475	0.000584611902494	0.00168980953626	0.000177615070928	1.00179095611e-06	2.89565762133e-06	0.000184018293242	3.06085871546e-07	1.00485467995e-06	1.92481426479e-06	2.58078024362e-08	1.05125867067e-07	0.0172674245383	0.00246777854845	0.00160075094634	2.63408194794e-07	6.81990274811e-05	9.99993289801
540	0.15	0.0186625627606	0.00303221200884	0.00190832712272	0.104589873293	0.000773995253993	0.00218846224639	0.000179225206874	1.32631826724e-06	3.75014890541e-06	0.000193282857251	4.28254125934e-07	1.39584153271e-06	2.39290435398e-06	4.30576682471e-08	1.7443696206e-07	0.0186625627606	0.00303221200884	0.00190832712272	2.84502906844e-07	8.4651821086e-05	9.99991689536
