mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
0	0.0	4.24463985741e-06	0.0	0.0	1.5119194003e-05	0.0	0.0	2.59082508436e-08	0.0	0.0	2.78238046852e-10	0.0	0.0	2.43382487059e-19	0.0	0.0	4.24463985741e-06	0.0	0.0	0.0	0.0	10.0
60	0.0166666666667	0.0217893208599	0.000300830101217	0.000238671326259	0.0195120292128	9.27679125513e-07	3.72433716873e-06	3.3435813259e-05	1.58967094948e-09	6.38202417234e-09	1.0877653626e-05	1.22548880501e-10	5.07195513798e-10	1.80937418068e-09	1.55488754387e-13	6.25189380745e-13	0.0217893208599	0.000300830101217	0.000238671326259	3.20222360647e-07	7.46810933973e-06	9.99999254399
120	0.0333333333333	0.0520366633555	0.00157713575507	0.00117381692385	0.0465560398622	9.30649130669e-06	3.55268348037e-05	7.97784299078e-05	1.59476035032e-08	6.08787841196e-08	4.27847375536e-05	2.19165134882e-09	8.57094893272e-09	3.52088860556e-08	1.22857867929e-11	6.05901306173e-11	0.0520366633555	0.00157713575507	0.00117381692385	7.63796436295e-07	4.01366692191e-05	9.99996000459
180	0.05	0.0809419100089	0.00383233218536	0.0026863770262	0.0647001689458	3.20102154558e-05	0.000116247947756	0.000110870209506	5.48527052051e-08	1.99202483274e-07	7.650326403e-05	9.89261669219e-09	3.74802321978e-08	1.45414878002e-07	1.40501845542e-10	6.75937241361e-10	0.0809419100089	0.00383233218536	0.0026863770262	1.17012372465e-06	9.84144311051e-05	9.99990212852
240	0.0666666666667	0.107691190835	0.00695877453842	0.0046164916984	0.0760843217236	7.30106229998e-05	0.000252982669933	0.000130378093706	1.25111003572e-07	4.33511103197e-07	0.000103721193932	2.67594458475e-08	9.87578431827e-08	3.39341600053e-07	6.82610662277e-10	3.19980391583e-09	0.107691190835	0.00695877453842	0.0046164916984	1.53131008478e-06	0.000179710184613	9.99982165099
300	0.0833333333333	0.132212056228	0.010847335104	0.00684018641068	0.0835463080261	0.000134349933329	0.000445677584373	0.000143164953434	2.30222045753e-07	7.63713108581e-07	0.000124642913674	5.55959866313e-08	2.00613505828e-07	6.02384813282e-07	2.14450524057e-09	9.82684324632e-09	0.132212056228	0.010847335104	0.00684018641068	1.85052273576e-06	0.000281391350534	9.99972133182
360	0.1	0.154605278391	0.0153989457447	0.00926453710606	0.0886181379031	0.000216902842943	0.000691192115995	0.000151856041111	3.71684711668e-07	1.18442680997e-06	0.000141042367698	9.85422398731e-08	3.48527094399e-07	9.18939198819e-07	5.20542044718e-09	2.33829782702e-08	0.154605278391	0.0153989457447	0.00926453710606	2.1325904486e-06	0.000401081823635	9.99960365853
420	0.116666666667	0.175019533942	0.0205260755528	0.0118197804416	0.0921341762105	0.00032083033287	0.000985260062991	0.000157881124354	5.49774858406e-07	1.68834164394e-06	0.000154372146834	1.5722674352e-07	5.45954596239e-07	1.27746752666e-06	1.06786558608e-08	4.71231472292e-08	0.175019533942	0.0205260755528	0.0118197804416	2.38222238588e-06	0.000536695964399	9.99947081421
480	0.133333333333	0.193613659308	0.0261519884932	0.0144531446138	0.0946038972132	0.000445857376414	0.00132343499903	0.000162113238265	7.64021200223e-07	2.26783821433e-06	0.000165609752305	2.3289453863e-07	7.94814967556e-07	1.67007813202e-06	1.9479718808e-08	8.45784301663e-08	0.193613659308	0.0261519884932	0.0144531446138	2.60362266348e-06	0.000686416444248	9.99932470136
540	0.15	0.210543430823	0.032209532523	0.0171244303378	0.0963590649523	0.000591450024531	0.00170144934044	0.000165120893702	1.01350876204e-06	2.91560358978e-06	0.000175394569053	3.26500718806e-07	1.09593627807e-06	2.09138809308e-06	3.26021746032e-08	1.39437401857e-07	0.210543430823	0.032209532523	0.0171244303378	2.80043740253e-06	0.000848661306347	9.99916697646
600	0.166666666667	0.225956231357	0.0386399155838	0.0198028685251	0.0976201599953	0.000756930203584	0.00211538069911	0.000167281906168	1.29707559686e-06	3.62491636599e-06	0.000184146816788	4.38778142641e-07	1.44929219033e-06	2.53766248964e-06	5.10993885311e-08	2.15461602734e-07	0.225956231357	0.0386399155838	0.0198028685251	2.97579922191e-06	0.00102205163854	9.99899908366
660	0.183333333333	0.239988863034	0.04539158924	0.0224648590784	0.0985343293468	0.000941554846233	0.00256169647432	0.000168848426769	1.61344838451e-06	4.3897230784e-06	0.000192144954575	5.70279790259e-07	1.85420922219e-06	3.00624962456e-06	7.60707518451e-08	3.16421546278e-07	0.239988863034	0.04539158924	0.0224648590784	3.13239147309e-06	0.00120538267127	9.99882228488
720	0.2	0.252766877449	0.0524192675331	0.0250923177881	0.0992004404953	0.00114456025904	0.0030372352968	0.000169989874833	1.96131845989e-06	5.2046064046e-06	0.000199574103279	7.21425525361e-07	2.30953593889e-06	3.49521518329e-06	1.08650567645e-07	4.46047656755e-07	0.252766877449	0.0524192675331	0.0250923177881	3.27251253955e-06	0.00139759877785	9.99863768578
780	0.216666666667	0.264404756483	0.0596830799474	0.0276714489764	0.0996858315119	0.00136518412652	0.00353915113118	0.000170821640879	2.3393795192e-06	6.0646893784e-06	0.000206558154893	8.92528228121e-07	2.81377246774e-06	4.00310080232e-06	1.49999197671e-07	6.07992450212e-07	0.264404756483	0.0596830799474	0.0276714489764	3.39813469712e-06	0.00159777218307	9.99844625796
840	0.233333333333	0.275006467838	0.0671478466754	0.0301918210668	0.100036255695	0.00160269056153	0.00406488574712	0.000171422127759	2.74637054623e-06	6.96558821627e-06	0.000213181078361	1.08380611607e-06	3.36514813148e-06	4.52876706248e-06	2.01296684961e-07	8.05804338523e-07	0.275006467838	0.0671478466754	0.0301918210668	3.51095486536e-06	0.00180508496494	9.99824885769
900	0.25	0.284666209699	0.0747824601432	0.0326456608678	0.10028324365	0.00185637901632	0.00461212833554	0.000171845366318	3.18109108236e-06	7.90334311577e-06	0.000219500209886	1.29540112027e-06	3.96170070072e-06	5.07129050984e-06	2.63737010211e-07	1.04290717435e-06	0.284666209699	0.0747824601432	0.0326456608678	3.61243765014e-06	0.00201881386278	9.99804624174
960	0.266666666667	0.293469232581	0.0825593578476	0.0350273084242	0.100448864676	0.00212558804183	0.00517877972517	0.000172129174508	3.64240766849e-06	8.87435693705e-06	0.000225555250068	1.52739141029e-06	4.60133538925e-06	5.62989514638e-06	3.38523373154e-07	1.3225854615e-06	0.293469232581	0.0825593578476	0.0350273084242	3.70385155272e-06	0.00223831745818	9.99783908077
1020	0.283333333333	0.301492661558	0.090454072729	0.0373327914086	0.100548840105	0.00240969606935	0.00576292250535	0.000172300492403	4.12925518445e-06	9.87534400517e-06	0.000231374206751	1.77980099501e-06	5.2818710785e-06	6.20390702484e-06	4.2686427421e-07	1.64797406078e-06	0.301492661558	0.090454072729	0.0373327914086	3.78629919319e-06	0.00246302534356	9.99762797064
