mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
0	0.0	5.14632388562e-06	0.0	0.0	1.8366294134e-05	0.0	0.0	3.14724816281e-08	0.0	0.0	3.34735821599e-10	0.0	0.0	2.56768156587e-19	0.0	0.0	5.14632388562e-06	0.0	0.0	0.0	0.0	10.0
60	0.0166666666667	0.0233082298063	0.00032894815862	0.000262290235849	0.025837878818	2.56814675303e-07	1.65463855745e-06	4.42757891426e-05	4.40077627599e-10	2.83538863205e-09	1.43401996318e-05	3.32510331961e-11	2.2558155443e-10	2.34442790272e-09	5.04316518014e-14	3.1978661453e-13	0.0233082298063	0.00032894815862	0.000262290235849	3.42572287263e-07	8.15122512966e-06	9.99999186216
120	0.0333333333333	0.0543948623986	0.0016795517407	0.00126583569896	0.0604341699128	2.49913235476e-06	1.54027446539e-05	0.000103559993563	4.28251320312e-09	2.63941432389e-08	5.58323077089e-05	5.91272816692e-10	3.73171115892e-09	4.62559204044e-08	3.42795955754e-12	2.68859962478e-11	0.0543948623986	0.0016795517407	0.00126583569896	7.97248915786e-07	4.25183609841e-05	9.99995763303
180	0.05	0.0840637633568	0.0040480883764	0.00289784805341	0.0829474340108	8.49664611819e-06	5.01523415929e-05	0.000142138722921	1.45598527881e-08	8.59410525536e-08	9.86448185875e-05	2.63452764422e-09	1.61920999039e-08	1.89811232338e-07	3.79807381479e-11	2.94577927013e-10	0.0840637633568	0.0040480883764	0.00289784805341	1.212635076e-06	0.000103079712951	9.99989749412
240	0.0666666666667	0.11156928027	0.00733288445352	0.00501202570164	0.0967201928153	1.92863028992e-05	0.000109385351372	0.000165739722408	3.3049008648e-08	1.87442738112e-07	0.000132590031418	7.08279619546e-09	4.26572177884e-08	4.39726063091e-07	1.82398356232e-10	1.3855934193e-09	0.11156928027	0.00733288445352	0.00501202570164	1.58215992717e-06	0.000187180698185	9.99981424724
300	0.0833333333333	0.136819210223	0.011430354273	0.00749388266566	0.105467035091	3.54266108344e-05	0.000193770502533	0.000180728311332	6.07070403258e-08	3.3204513314e-07	0.000158245995749	1.46752159808e-08	8.69486085372e-08	7.75900935185e-07	5.69521007407e-10	4.24961738919e-09	0.136819210223	0.011430354273	0.00749388266566	1.90889388436e-06	0.000292143452936	9.99971070037
360	0.1	0.159896965676	0.0162457126788	0.0102562720364	0.111156730251	5.71845551881e-05	0.000302712903689	0.000190478172959	9.79914537703e-08	5.18728831761e-07	0.000178001240422	2.59875773236e-08	1.51865153131e-07	1.1777341873e-06	1.37776900313e-09	1.01264970924e-08	0.159896965676	0.0162457126788	0.0102562720364	2.1975942004e-06	0.000415540206724	9.99958939531
420	0.116666666667	0.180940816738	0.0216947268768	0.0132324480472	0.114864409296	8.46467843866e-05	0.000435109683769	0.00019683165177	1.45050729725e-07	7.45603954106e-07	0.000193759797481	4.14696935818e-08	2.3943082241e-07	1.63015704999e-06	2.82147124517e-09	2.0470865108e-08	0.180940816738	0.0216947268768	0.0132324480472	2.45296254662e-06	0.000555231321227	9.99945257137
480	0.133333333333	0.20010458633	0.0277032336009	0.0163706238696	0.117249840997	0.000117788253824	0.00058970542365	0.000200919327532	2.01841951753e-07	1.01051921397e-06	0.00020679627139	6.14765703657e-08	3.51082670434e-07	2.12289218352e-06	5.1430197003e-09	3.68931898521e-08	0.20010458633	0.0277032336009	0.0163706238696	2.67924728965e-06	0.000709346836419	9.99930218564
540	0.15	0.21754276595	0.0342061140522	0.0196300815124	0.118743277576	0.000156516398983	0.000765252328415	0.000203478480455	2.68206501298e-07	1.31133638997e-06	0.000217944592996	8.62912462833e-08	4.87806686858e-07	2.64893589089e-06	8.60690401429e-09	6.11149820379e-08	0.21754276595	0.0342061140522	0.0196300815124	2.88016321394e-06	0.000876255649683	9.99913994533
