mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
2280	0.633333333333	0.0264625787621	0.0187814125006	0.00606977315404	0.0960472730581	0.0114957737295	0.0216134203035	0.000164586607112	1.96991578629e-05	3.70367570321e-05	0.000323758971984	1.22365048701e-05	2.80883919826e-05	2.25107118011e-05	8.18456283458e-06	2.60048837432e-05	0.0264625787621	0.0187814125006	0.00606977315404	4.01735770402e-09	7.13113468745e-06	9.9999934935
2340	0.65	0.0264615086953	0.0192036728296	0.00610350341573	0.0955793835917	0.0119686083862	0.0222638845603	0.000163784831723	2.05094073305e-05	3.81513925825e-05	0.000325937098838	1.287916005e-05	2.91798366967e-05	2.33345262315e-05	8.90393705118e-06	2.80213731966e-05	0.0264615086953	0.0192036728296	0.00610350341573	4.01721529562e-09	7.37216332325e-06	9.99999329212
2400	0.666666666667	0.0264559356642	0.0196145655325	0.00613351409551	0.0951119179556	0.0124436931927	0.0229056273823	0.000162983782609	2.1323512655e-05	3.92510830824e-05	0.000328014346752	1.35316766324e-05	3.0263307612e-05	2.4163880303e-05	9.66131524419e-06	3.01167695941e-05	0.0264559356642	0.0196145655325	0.00613351409551	4.01640083431e-09	7.61316233856e-06	9.99999309198
2460	0.683333333333	0.02644636095	0.0200142479024	0.00616010482022	0.0946448924745	0.0129207860168	0.0235385364128	0.000162183487744	2.21410589185e-05	4.03356359971e-05	0.000329993143353	1.41935598268e-05	3.13380055098e-05	2.49985173795e-05	1.04572872098e-05	3.22905072491e-05	0.02644636095	0.0200142479024	0.00616010482022	4.01498912842e-09	7.85409372265e-06	9.9999928931
2520	0.7	0.0264332291411	0.0204028892338	0.00618355418174	0.0941783225403	0.0133996564684	0.0241625253822	0.000161383973505	2.29616513243e-05	4.1404903495e-05	0.00033187585975	1.48643263862e-05	3.24032171029e-05	2.58381870016e-05	1.12924132899e-05	3.4541961689e-05	0.0264332291411	0.0204028892338	0.00618355418174	4.01304651607e-09	8.09492369227e-06	9.99999269551
2580	0.716666666667	0.0264169345464	0.0207806686701	0.00620412072455	0.0937122227432	0.0138800851011	0.0247775312417	0.000160585264893	2.37849138292e-05	4.24587775357e-05	0.000333664811986	1.55435046917e-05	3.34583085501e-05	2.6682644743e-05	1.21672250554e-05	3.68704559395e-05	0.0264169345464	0.0207806686701	0.00620412072455	4.01063182574e-09	8.33562221292e-06	9.99999249923
2640	0.733333333333	0.0263978268821	0.0211477733153	0.00622204397311	0.0932466069745	0.0143618626896	0.0253835115911	0.000159787385712	2.46104879049e-05	4.34971854625e-05	0.000335362262432	1.62306347882e-05	3.45027193125e-05	2.75316520702e-05	1.30822259946e-05	3.92752663367e-05	0.0263978268821	0.0211477733153	0.00622204397311	4.00779722753e-09	8.57616257456e-06	9.99999230428
2700	0.75	0.0263762163127	0.021504396581	0.00623754547772	0.0927814885076	0.0148447895743	0.0259804423707	0.000158990358707	2.54380314146e-05	4.45200860464e-05	0.0003369704211	1.69252683794e-05	3.55359563571e-05	2.83849762059e-05	1.40378922047e-05	4.1755627892e-05	0.0263762163127	0.021504396581	0.00623754547772	4.00458898717e-09	8.81652101526e-06	9.99999211069
2760	0.766666666667	0.0263523779219	0.0218507367402	0.00625082986208	0.0923168800646	0.0153286750651	0.0265683157894	0.000158194205679	2.62672175916e-05	4.55274659368e-05	0.000338491446923	1.76269687858e-05	3.6557588707e-05	2.9242389996e-05	1.50346730832e-05	4.43107392339e-05	0.0263523779219	0.0218507367402	0.00625082986208	4.00104813463e-09	9.05667638757e-06	9.99999191845
2820	0.783333333333	0.0263265556769	0.0221869956646	0.0062620858591	0.0918527938709	0.0158133368993	0.0271471384665	0.000157398947577	2.70977341106e-05	4.65193364762e-05	0.000339927448975	1.83353108721e-05	3.75672423314e-05	3.01036717791e-05	1.60729920168e-05	4.69397671526e-05	0.0263265556769	0.0221869956646	0.0062620858591	3.99721105652e-09	9.2966098626e-06	9.99999172758
2880	0.8	0.0262989659439	0.0225133777235	0.00627148732477	0.0913892417023	0.0162986007471	0.0277169297638	0.000156604604581	2.79292822403e-05	4.74957308432e-05	0.000341280487662	1.90498809486e-05	3.85645953701e-05	3.09686052598e-05	1.71532470673e-05	4.96418507714e-05	0.0262989659439	0.0225133777235	0.00627148732477	3.99311002132e-09	9.53630466762e-06	9.9999915381
2940	0.816666666667	0.0262698006053	0.0228300888253	0.00627919422198	0.0909262349242	0.0167842997607	0.0282777202903	0.000155811196166	2.87615760699e-05	4.84567014894e-05	0.000342552575877	1.97702766498e-05	3.95493736789e-05	3.18369793852e-05	1.8275811651e-05	5.24161053694e-05	0.0262698006053	0.0228300888253	0.00627919422198	3.98877364504e-09	9.7757458533e-06	9.99999135
3000	0.833333333333	0.0262392298253	0.0231373355863	0.00628535356869	0.0904637845266	0.0172702741599	0.0288295505608	0.000155018741165	2.95943418003e-05	4.9402317841e-05	0.000343745680119	2.04961067934e-05	4.05213466863e-05	3.27085882234e-05	1.94410352114e-05	5.52616258794e-05	0.0262392298253	0.0231373355863	0.00628535356869	3.98422730394e-09	1.00149200873e-05	9.99999116329
3060	0.85	0.0262074045014	0.0234353246103	0.00629010034608	0.0900019011538	0.0177563708542	0.0293724697931	0.000154227257817	3.04273170958e-05	5.03326642374e-05	0.00034486172159	2.12269912242e-05	4.14803235458e-05	3.35832308459e-05	2.06492438836e-05	5.81774900818e-05	0.0262074045014	0.0234353246103	0.00629010034608	3.9794935006e-09	1.0253815471e-05	9.99999097798
3120	0.866666666667	0.0261744584397	0.0237242618667	0.00629355836401	0.089540595132	0.0182424430944	0.0299065348302	0.000153436763818	3.12602504865e-05	5.1247838085e-05	0.000345902577252	2.19625606438e-05	4.24261495706e-05	3.44607112119e-05	2.19007411504e-05	6.11627615183e-05	0.0261744584397	0.0237242618667	0.00629355836401	3.97459218862e-09	1.04924213776e-05	9.99999079406
3180	0.883333333333	0.0261405102839	0.0240043521553	0.00629584108203	0.0890798764922	0.0187283501516	0.0304318091742	0.000152647276357	3.20929008198e-05	5.21479482009e-05	0.000346870080871	2.27024564301e-05	4.33587029355e-05	3.53408380561e-05	2.31958084872e-05	6.42164921443e-05	0.0261405102839	0.0240043521553	0.00629584108203	3.96954106015e-09	1.07307283072e-05	9.99999061154
3240	0.9	0.0261056652259	0.0242757986483	0.00629705238529	0.0886197549918	0.019213957022	0.030948362121	0.000151858812154	3.29250367529e-05	5.30331133305e-05	0.000347766024021	2.34463304469e-05	4.4277891631e-05	3.62234247786e-05	2.4534705997e-05	6.73377247403e-05	0.0261056652259	0.0242757986483	0.00629705238529	3.9643558015e-09	1.09687277599e-05	9.99999043042
3300	0.916666666667	0.0260700165235	0.0245388024991	0.00629728731515	0.0881602401338	0.0196991341533	0.0314562679854	0.000151071387493	3.37564362851e-05	5.39034608198e-05	0.000348592157077	2.41938448472e-05	4.51836506547e-05	3.71082893375e-05	2.59176730345e-05	7.05254951002e-05	0.0260700165235	0.0245388024991	0.00629728731515	3.95905031915e-09	1.12064121217e-05	9.9999902507
3360	0.933333333333	0.0260336468467	0.0247935625107	0.00629663275512	0.0877013411836	0.0201837571913	0.0319556054077	0.000150285018252	3.4586886323e-05	5.47591254266e-05	0.000349350190171	2.49446718707e-05	4.60759394247e-05	3.79952541443e-05	2.7344928818e-05	7.37788340141e-05	0.0260336468467	0.0247935625107	0.00629663275512	3.95363694084e-09	1.14437745643e-05	9.99999007238
3420	0.95	0.0259966294713	0.0250402748567	0.00629516807303	0.0872430671849	0.0206677067447	0.0324464567326	0.000149499719928	3.54161822777e-05	5.56002482569e-05	0.000350041794134	2.56984936364e-05	4.69547394022e-05	3.88841459611e-05	2.88166730294e-05	7.7096769062e-05	0.0259966294713	0.0250402748567	0.00629516807303	3.94812659334e-09	1.16808089557e-05	9.99998989544
3480	0.966666666667	0.0259590293383	0.0252791328477	0.00629296572071	0.0867854269733	0.0211508681662	0.0329289074548	0.000148715507662	3.62441276896e-05	5.64269758145e-05	0.000350668601415	2.64550019333e-05	4.78200519066e-05	3.97747958008e-05	3.03330864023e-05	8.04783262325e-05	0.0259590293383	0.0252791328477	0.00629296572071	3.94252896058e-09	1.19175097812e-05	9.9999897199
3540	0.983333333333	0.0259209039929	0.0255103267387	0.00629009179284	0.0863284291899	0.0216331313485	0.0334030457227	0.00014793239626	3.70705338788e-05	5.72394591504e-05	0.000351232206967	2.72138980086e-05	4.86718961132e-05	4.06670388295e-05	3.18943312977e-05	8.39225313831e-05	0.0259209039929	0.0255103267387	0.00629009179284	3.93685262367e-09	1.2153872073e-05	9.99998954575
3600	1.0	0.0258823044182	0.0257340435718	0.00628660654652	0.0858720822921	0.0221143905333	0.0338689618953	0.000147150400216	3.78952196178e-05	5.80378531038e-05	0.000351734169131	2.79748923546e-05	4.95103072169e-05	4.15607142712e-05	3.35005522665e-05	8.74284115519e-05	0.0258823044182	0.0257340435718	0.00628660654652	3.93110518508e-09	1.23898913477e-05	9.99998937298
3660	1.01666666667	0.0258432757739	0.0259504670497	0.00628256488353	0.0854163945649	0.0225945441328	0.0343267481469	0.000146369533726	3.8718010826e-05	5.88223156245e-05	0.000352176010477	2.87377044959e-05	5.03353347534e-05	4.24556653142e-05	3.51518766005e-05	9.09949961363e-05	0.0258432757739	0.0259504670497	0.00628256488353	3.92529337896e-09	1.26255635514e-05	9.99998920159
3720	1.03333333333	0.0258038580526	0.0261597774365	0.00627801679717	0.0849613741303	0.0230734945623	0.0347764981139	0.00014558981071	3.9538740282e-05	5.9593007168e-05	0.000352559218647	2.95020627769e-05	5.11470410631e-05	4.33517390204e-05	3.68484148697e-05	9.46213179474e-05	0.0258038580526	0.0261597774365	0.00627801679717	3.91942316888e-09	1.28608850103e-05	9.99998903157
3780	1.05	0.0257640869194	0.0263621514847	0.00627300778673	0.0845071205664	0.0235511480823	0.0352183065809	0.000144811401803	4.03572473538e-05	6.03500901571e-05	0.000352885141801	3.02677041499e-05	5.19454998889e-05	4.42487862172e-05	3.85902614474e-05	9.83064141533e-05	0.0257640869194	0.0263621514847	0.00627300778673	3.91349986882e-09	1.30958523874e-05	9.99998886293
