mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
0	0.0	5.57167859152e-09	0.0	0.0	7.56093527144e-07	0.0	0.0	1.29564186811e-09	0.0	0.0	2.51701585957e-12	0.0	0.0	8.90359854559e-24	0.0	0.0	5.57167859152e-09	0.0	0.0	0.0	0.0	10.0
60	0.00333333333333	0.000156895040361	3.47663849311e-07	2.88433413872e-07	0.00159236608967	2.74592393715e-09	9.62850705676e-09	2.72867853125e-06	4.7054152587e-12	1.64994096925e-11	2.32771448192e-07	7.96135244706e-14	2.79332194068e-13	2.72376864417e-13	6.46302744891e-19	2.86577632111e-18	0.000156895040361	3.47663849311e-07	2.88433413872e-07	2.00672055288e-09	6.98848907351e-09	9.99999999301
120	0.00666666666667	0.000560626986988	2.8130248335e-06	2.32128918104e-06	0.0054351419013	4.61546400414e-08	1.61172969028e-07	9.31365916207e-06	7.90905911749e-11	2.76185999726e-10	1.41416105443e-06	2.73940030624e-12	9.57963286086e-12	1.63049659695e-11	1.60860349838e-16	7.10343097587e-16	0.000560626986988	2.8130248335e-06	2.32128918104e-06	8.02926250688e-09	6.48573540004e-08	9.99999993518
180	0.01	0.00105128985033	8.52504059124e-06	6.99350867029e-06	0.0110597199368	2.15000307979e-07	7.47357056953e-07	1.89519360838e-05	3.68424527752e-10	1.28067105279e-09	4.00057190896e-06	1.90239634042e-11	6.65548185404e-11	1.5442913757e-10	3.78235881467e-15	1.5995614604e-14	0.00105128985033	8.52504059124e-06	6.99350867029e-06	1.55491379167e-08	2.05678562003e-07	9.99999979451
240	0.0133333333333	0.00157253015221	1.78489966046e-05	1.45527242291e-05	0.0177286024636	6.07172039617e-07	2.100485077e-06	3.03797331817e-05	1.04045000709e-09	3.59939122795e-09	8.11066809121e-06	7.05474330288e-11	2.46039971946e-10	6.99747587225e-10	3.21949008326e-14	1.31991646556e-13	0.00157253015221	1.78489966046e-05	1.45527242291e-05	2.35833819608e-08	4.4034661439e-07	9.99999956022
300	0.0166666666667	0.00210618721577	3.09070838066e-05	2.50415364396e-05	0.0248097545345	1.31822510036e-06	4.53846280978e-06	4.25139953703e-05	2.25891053198e-09	7.77710987084e-09	1.36042224602e-05	1.87152060426e-10	6.48255765679e-10	2.12850304595e-09	1.59329103293e-13	6.78523056389e-13	0.00210618721577	3.09070838066e-05	2.50415364396e-05	3.1819875798e-08	7.72833404185e-07	9.99999922845
360	0.02	0.00264495944369	4.77363176137e-05	3.84317894993e-05	0.0318673100124	2.43741145902e-06	8.35028336943e-06	5.46078224373e-05	4.17674827617e-09	1.43090455819e-08	2.02131676523e-05	4.03258370474e-10	1.39117925874e-09	5.04618192008e-09	5.79504575602e-13	2.49791295302e-12	0.00264495944369	4.77363176137e-05	3.84317894993e-05	4.0136200284e-08	1.20473016855e-06	9.99999879773
420	0.0233333333333	0.00318512119619	6.83358836914e-05	5.46650221408e-05	0.0386319241319	4.04653728212e-06	1.3793445196e-05	6.61996651923e-05	6.93414628664e-09	2.36364476878e-08	2.7633868116e-05	7.56897969102e-10	2.60267711304e-09	1.00967913207e-08	1.68119798058e-12	7.2559622099e-12	0.00318512119619	6.83358836914e-05	5.46650221408e-05	4.84713730476e-08	1.73659147363e-06	9.99999826762
480	0.0266666666667	0.00372434940408	9.26839280273e-05	7.36669360012e-05	0.044955109064	6.2200703012e-06	2.10948157125e-05	7.7035074892e-05	1.06587124681e-08	3.61480762049e-08	3.55780450895e-05	1.28780510453e-09	4.41548154946e-09	1.78826167361e-08	4.11991353585e-12	1.77430779216e-11	0.00372434940408	9.26839280273e-05	7.36669360012e-05	5.67881164893e-08	2.36840302582e-06	9.99999763826
540	0.03	0.00426098178643	0.000120744701678	9.5353628297e-05	0.0507700192742	9.02551590383e-06	3.04526185008e-05	8.69995050283e-05	1.54661240528e-08	5.2183607063e-08	4.3796512406e-05	2.03636988021e-09	6.96380710243e-09	2.89115039451e-08	8.88151196332e-12	3.81307980695e-11	0.00426098178643	0.000120744701678	9.5353628297e-05	6.50601369047e-08	3.0997767423e-06	9.99999691015
