mcs	time(hr)	hep1.dict['APAP']	hep1.dict['APAPG']	hep1.dict['APAPS']	blood1.dict['APAP']	blood1.dict['APAPG']	blood1.dict['APAPS']	PBPKspeciesDictAPAP['CLiver']	PBPKspeciesDictAPAPG['CLiver']	PBPKspeciesDictAPAPS['CLiver']	PBPKspeciesDictAPAP['CVen']	PBPKspeciesDictAPAPG['CVen']	PBPKspeciesDictAPAPS['CVen']	PBPKspeciesDictAPAP['CTubules']	PBPKspeciesDictAPAPG['CTubules']	PBPKspeciesDictAPAPS['CTubules']	SUBCELLspeciesDict['APAP']	SUBCELLspeciesDict['APAPconj_Glu']	SUBCELLspeciesDict['APAPconj_Sul']	SUBCELLspeciesDict['NAPQI']	SUBCELLspeciesDict['NAPQIGSH']	SUBCELLspeciesDict['GSH']
1620	0.45	0.192884591844	0.0890974984997	0.0266841189796	0.113887844139	0.00710494241937	0.0117315771983	0.000195158209717	1.21750293298e-05	2.0103230687e-05	0.000320093434862	6.52865585473e-06	1.35985562377e-05	1.46254284016e-05	2.8665177187e-06	8.20036641973e-06	0.192884591844	0.0890974984997	0.0266841189796	2.60063465962e-06	0.00296710621582	9.99721319479
1680	0.466666666667	0.194233908089	0.0928089079373	0.0271381705781	0.113719710486	0.00756848080931	0.0123058142056	0.000194870095888	1.29693487148e-05	2.10872432227e-05	0.000324702372164	7.06834509377e-06	1.44758842089e-05	1.54399767749e-05	3.24854963264e-06	9.17288545693e-06	0.194233908089	0.0928089079373	0.0271381705781	2.61653208458e-06	0.00312359124625	9.99707384919
1740	0.483333333333	0.195447205592	0.0964570765086	0.0275566178375	0.113543145923	0.00803929322748	0.0128764865078	0.000194567534854	1.37761328746e-05	2.20651472797e-05	0.000329172563354	7.62571980716e-06	1.53583434021e-05	1.62662493345e-05	3.66240159372e-06	1.02086898614e-05	0.195447205592	0.0964570765086	0.0275566178375	2.63080665144e-06	0.00328097808551	9.9969344381
1800	0.5	0.196537189227	0.100040035666	0.027941889293	0.113358963952	0.00851691713067	0.0134431651978	0.000194251920629	1.45945891951e-05	2.30362078829e-05	0.000333507611601	8.20020798574e-06	1.62444278647e-05	1.71038930747e-05	4.10912797731e-06	1.13081689233e-05	0.196537189227	0.100040035666	0.027941889293	2.64361490389e-06	0.00343917415494	9.99679505421
1860	0.516666666667	0.197515356107	0.103556219635	0.0282962954948	0.113167886183	0.00900091499758	0.0140054735274	0.000193924489763	1.54239679399e-05	2.39997794366e-05	0.000337710971743	8.79123809181e-06	1.71327517274e-05	1.79525641625e-05	4.58974925478e-06	1.24716017184e-05	0.197515356107	0.103556219635	0.0282962954948	2.65509759235e-06	0.00359809578693	9.99665578078
1920	0.533333333333	0.198392113884	0.107004419722	0.0286220257721	0.112970556334	0.00949087241855	0.0145630814263	0.000193586345334	1.62635589764e-05	2.49552963321e-05	0.000341785969252	9.39824061479e-06	1.80220426474e-05	1.88119275595e-05	5.10525200336e-06	1.36991658537e-05	0.198392113884	0.107004419722	0.0286220257721	2.66538138524e-06	0.00375766732956	9.99651669255
1980	0.55	0.199176886917	0.110383743568	0.0289211473371	0.112767551154	0.00998639637441	0.0151157006553	0.000193238475657	1.71126888272e-05	2.5902264643e-05	0.000345735814188	1.00206494321e-05	1.89111352246e-05	1.9681656691e-05	5.65658901047e-06	1.49909457412e-05	0.199176886917	0.110383743568	0.0289211473371	2.67458037519e-06	0.0039178203476	9.99637785666
2040	0.566666666667	0.199878211598	0.11369357877	0.0291956061918	0.112559389132	0.0104871136848	0.0156630805088	0.000192881769217	1.79707180102e-05	2.68402547598e-05	0.000349563611731	1.06579029967e-05	1.97989644847e-05	2.05614331522e-05	6.2446794608e-06	1.63469403967e-05	0.199878211598	0.11369357877	0.0291956061918	2.68279740791e-06	0.00407849290856	9.99623933333
2100	0.583333333333	0.200503822048	0.11693356038	0.0294472294039	0.112346537603	0.0109926696071	0.0162050039904	0.000192517026836	1.88370386387e-05	2.7768894838e-05	0.000353272370356	1.13094453704e-05	2.06845594994e-05	2.14509464408e-05	6.87040919554e-06	1.77670707673e-05	0.200503822048	0.11693356038	0.0294472294039	2.69012525683e-06	0.00423962894365	9.9961011766
2160	0.6	0.201060727186	0.120103541849	0.029677728404	0.112129418648	0.0115027265704	0.0167412844036	0.000192144971795	1.9711072251e-05	2.8687864954e-05	0.000356865008358	1.19747271188e-05	2.15670371966e-05	2.23498937101e-05	7.53463103445e-06	1.92511865971e-05	0.201060727186	0.120103541849	0.029677728404	2.69664766405e-06	0.00440117767519	9.99596343488
2220	0.616666666667	0.201555280119	0.123203569039	0.0298887030241	0.111908414093	0.0120169630277	0.0172717623025	0.00019176625839	2.05922678442e-05	2.95968918816e-05	0.0003603443592	1.26532060837e-05	2.24455963974e-05	2.32579795397e-05	8.23816515247e-06	2.07990728432e-05	0.201555280119	0.123203569039	0.0298887030241	2.70244026426e-06	0.00456309310286	9.99582615157
2280	0.633333333333	0.20199324065	0.126233856958	0.0300816460555	0.111683869786	0.0125350724154	0.0177963027615	0.000191381479265	2.1480100091e-05	3.04957444121e-05	0.000363713176023	1.33443480445e-05	2.33195121065e-05	2.41749157194e-05	8.98179950336e-06	2.24104556588e-05	0.20199324065	0.126233856958	0.0300816460555	2.70757140655e-06	0.00472533354233	9.99568936547
2340	0.65	0.202379831635	0.129194768942	0.0302579481469	0.111456099313	0.0130567622065	0.0183147929234	0.000190991171784	2.23740677171e-05	3.13842291536e-05	0.000366974135524	1.40476272819e-05	2.4188130072e-05	2.51004210444e-05	9.76629028366e-06	2.40850079611e-05	0.202379831635	0.129194768942	0.0302579481469	2.71210288659e-06	0.00488786121041	9.99555311128
2400	0.666666666667	0.202719789817	0.132086798009	0.0304189029041	0.111225387256	0.0135817530481	0.0188271397968	0.000190595823601	2.32736920232e-05	3.22621867558e-05	0.000370129841372	1.47625270523e-05	2.50508616254e-05	2.60342211207e-05	1.05923624311e-05	2.58223546032e-05	0.202719789817	0.132086798009	0.0304189029041	2.71609059998e-06	0.00505064185171	9.99541741996
2460	0.683333333333	0.203017411721	0.13491055016	0.0305657120775	0.110991992057	0.0141097779734	0.0193332682715	0.000190195877588	2.41785155352e-05	3.31294885101e-05	0.000373182827251	1.54885399839e-05	2.59071788029e-05	2.69760481796e-05	1.1460710152e-05	2.76220771697e-05	0.203017411721	0.13491055016	0.0305657120775	2.71958512613e-06	0.00521364440246	9.99528231913
2520	0.7	0.203276595096	0.137666729428	0.0306994907544	0.110756148573	0.0146405816812	0.0198331193307	0.000189791736195	2.50881007689e-05	3.39860332852e-05	0.000376135559625	1.62251684023e-05	2.675660975e-05	2.79256408989e-05	1.23719974731e-05	2.94837184176e-05	0.203276595096	0.137666729428	0.0306994907544	2.72263225089e-06	0.00537684068743	9.99514783333
2580	0.716666666667	0.203500876374	0.140356124486	0.030821272487	0.11051807035	0.0151739198748	0.020326648437	0.000189383765351	2.60020290975e-05	3.48317447617e-05	0.000378990440259	1.69719245927e-05	2.75987344035e-05	2.88827442323e-05	1.33268588132e-05	3.14067863814e-05	0.203500876374	0.140356124486	0.030821272487	2.72527343486e-06	0.00554020514659	9.99501398437
