mcs,time_h,APAP,APAPS,APAPG
0,0,2.32889025646e-10,0,0
60,0.0166666666667,1.85745613024e-05,4.85101726837e-12,1.59971411156e-09
120,0.0333333333333,6.14454250231e-05,1.57539029698e-10,4.21519317626e-08
180,0.05,0.000100307107794,1.00201690534e-09,2.1866288575e-07
240,0.0666666666667,0.000129352816397,3.35689387744e-09,6.07409285085e-07
300,0.0833333333333,0.000150751797282,8.05368591847e-09,1.22894349304e-06
360,0.1,0.000167105307033,1.57835638113e-08,2.066554001e-06
420,0.116666666667,0.000180197593755,2.70702785387e-08,3.08761586289e-06
480,0.133333333333,0.000191149592167,4.2303256919e-08,4.25556157538e-06
540,0.15,0.000200662399967,6.17481555384e-08,5.53531041127e-06
600,0.166666666667,0.000209178390753,8.55714318757e-08,6.89544663538e-06
660,0.183333333333,0.00021697910323,1.13860542851e-07,8.30888408936e-06
720,0.2,0.000224245288641,1.466426547e-07,9.75283508741e-06
780,0.216666666667,0.000231094246727,1.83899234259e-07,1.12084705179e-05
840,0.233333333333,0.000237603185642,2.25577154125e-07,1.2660459371e-05
900,0.25,0.000243823876723,2.7159828091e-07,1.40964876861e-05
960,0.266666666667,0.000249791857844,3.21866354463e-07,1.55068032064e-05
1020,0.283333333333,0.000255532239615,3.76271580757e-07,1.68838056174e-05
1080,0.3,0.000261063368926,4.34694881534e-07,1.82216883653e-05
1140,0.316666666667,0.000266399149201,4.97010966768e-07,1.95161310567e-05
1200,0.333333333333,0.00027155052111,5.63090647123e-07,2.07640382407e-05
1260,0.35,0.00027652641236,6.32802591724e-07,2.19633192034e-05
1320,0.366666666667,0.000281334351901,7.06014667273e-07,2.31127032465e-05
1380,0.383333333333,0.000285980871349,7.82594958713e-07,2.42115852589e-05
1440,0.4,0.000290471770779,8.62412546815e-07,2.52598969301e-05
1500,0.416666666667,0.000294812297548,9.45338099438e-07,2.6257999558e-05
1560,0.433333333333,0.000299007268846,1.03124431925e-06,2.720659419e-05
1620,0.45,0.000303061157515,1.1200062802e-06,2.81066496134e-05
1680,0.466666666667,0.000306978153545,1.21150167737e-06,2.89593405498e-05
1740,0.483333333333,0.000310762209249,1.30561100871e-06,2.9765995884e-05
1800,0.5,0.000314417073279,1.40221770336e-06,3.05280577073e-05
1860,0.516666666667,0.000317946316849,1.50120820739e-06,3.12470471186e-05
1920,0.533333333333,0.000321353354415,1.60247203592e-06,3.19245361691e-05
1980,0.55,0.000324641460306,1.70590179823e-06,3.25621249885e-05
2040,0.566666666667,0.000327813782332,1.8113932015e-06,3.31614232408e-05
2100,0.583333333333,0.000330873353086,1.91884503736e-06,3.37240351885e-05
2160,0.6,0.000333823099448,2.02815915484e-06,3.42515477659e-05
2220,0.616666666667,0.000336665850672,2.13924042243e-06,3.47455211566e-05
2280,0.633333333333,0.000339404345316,2.25199668166e-06,3.5207481453e-05
2340,0.65,0.000342041237244,2.36633869397e-06,3.56380368402e-05
2400,0.666666666667,0.000344579100851,2.48218008255e-06,3.60395059129e-05
2460,0.683333333333,0.000347020435646,2.59943727016e-06,3.64142087654e-05
2520,0.7,0.000349367670294,2.71802941424e-06,3.67626204456e-05
2580,0.716666666667,0.000351623166208,2.83787834e-06,3.70859740681e-05
2640,0.733333333333,0.000353789220749,2.95890847226e-06,3.73855204056e-05
2700,0.75,0.000355868070101,3.08104676649e-06,3.76624584179e-05
2760,0.766666666667,0.000357861891866,3.2042226398e-06,3.79179339146e-05
2820,0.783333333333,0.000359772807415,3.3283679019e-06,3.81530420156e-05
2880,0.8,0.000361602884036,3.4534166867e-06,3.8368828825e-05
2940,0.816666666667,0.000363354136903,3.57930538454e-06,3.85662927946e-05
3000,0.833333333333,0.000365028530881,3.70597257536e-06,3.87463860861e-05
3060,0.85,0.000366627982215,3.83335896307e-06,3.89100160105e-05
3120,0.866666666667,0.000368154360079,3.961407311e-06,3.90580465386e-05
3180,0.883333333333,0.000369609488044,4.09006237881e-06,3.91912998634e-05
3240,0.9,0.000370995145442,4.21927086071e-06,3.93105579932e-05
3300,0.916666666667,0.000372313068652,4.34898132518e-06,3.94165643552e-05
3360,0.933333333333,0.000373564952326,4.47914415618e-06,3.95100253942e-05
3420,0.95,0.000374752450536,4.60971149583e-06,3.95916121565e-05
3480,0.966666666667,0.000375877177881,4.74063718869e-06,3.96619618471e-05
3540,0.983333333333,0.000376940710534,4.87187672751e-06,3.97216793536e-05
3600,1,0.000377944587248,5.00338720053e-06,3.97713387308e-05
3660,1.01666666667,0.000378890310317,5.13512724024e-06,3.9811484642e-05
3720,1.03333333333,0.000379779346505,5.26705697371e-06,3.98426337541e-05
3780,1.05,0.00038061312794,5.39913797432e-06,3.98652760832e-05
3840,1.06666666667,0.000381393052969,5.53133321498e-06,3.98798762913e-05
3900,1.08333333333,0.000382120486996,5.66360702272e-06,3.98868749314e-05
3960,1.1,0.000382796763281,5.79592503468e-06,3.98866896426e-05
4020,1.11666666667,0.000383423183724,5.9282541555e-06,3.98797162948e-05
4080,1.13333333333,0.000384001019619,6.06056251597e-06,3.98663300831e-05
4140,1.15,0.000384531512388,6.19281943299e-06,3.98468865744e-05
4200,1.16666666667,0.000385015874293,6.32499537077e-06,3.98217227056e-05
4260,1.18333333333,0.00038545528913,6.45706190331e-06,3.97911577358e-05
4320,1.2,0.000385850912902,6.58899167798e-06,3.97554941535e-05
4380,1.21666666667,0.000386203874476,6.72075838031e-06,3.9715018541e-05
4440,1.23333333333,0.00038651527622,6.85233669989e-06,3.96700023959e-05
4500,1.25,0.000386786194626,6.98370229738e-06,3.96207029137e-05
4560,1.26666666667,0.000387017680919,7.11483177247e-06,3.95673637306e-05
4620,1.28333333333,0.000387210761643,7.24570263304e-06,3.95102156299e-05
4680,1.3,0.000387366439242,7.37629326515e-06,3.94494772128e-05
4740,1.31666666667,0.000387485692618,7.50658290406e-06,3.93853555359e-05
4800,1.33333333333,0.000387569477684,7.63655160624e-06,3.9318046715e-05
4860,1.35,0.000387618727896,7.76618022213e-06,3.92477364995e-05
4920,1.36666666667,0.000387634354776,7.89545036996e-06,3.91746008165e-05
4980,1.38333333333,0.00038761724842,8.02434441025e-06,3.90988062872e-05
5040,1.4,0.000387568278,8.15284542126e-06,3.90205107165e-05
5100,1.41666666667,0.000387488292245,8.28093717517e-06,3.89398635574e-05
5160,1.43333333333,0.000387378119917,8.408604115e-06,3.88570063509e-05
5220,1.45,0.000387238570276,8.53583133241e-06,3.87720731435e-05
5280,1.46666666667,0.000387070433528,8.66260454602e-06,3.86851908823e-05
5340,1.48333333333,0.000386874481271,8.78891008062e-06,3.85964797903e-05
5400,1.5,0.000386651466923,8.91473484694e-06,3.85060537208e-05
5460,1.51666666667,0.000386402126143,9.04006632213e-06,3.84140204946e-05
5520,1.53333333333,0.000386127177245,9.16489253081e-06,3.83204822181e-05
5580,1.55,0.000385827321598,9.28920202682e-06,3.82255355858e-05
5640,1.56666666667,0.000385503244018,9.4129838755e-06,3.81292721662e-05
5700,1.58333333333,0.000385155613154,9.53622763658e-06,3.80317786727e-05
5760,1.6,0.000384785081856,9.65892334756e-06,3.79331372207e-05
5820,1.61666666667,0.00038439228755,9.78106150775e-06,3.78334255704e-05
5880,1.63333333333,0.000383977852586,9.9026330627e-06,3.77327173572e-05
5940,1.65,0.000383542384593,1.00236293892e-05,3.76310823098e-05
6000,1.66666666667,0.000383086476818,1.01440422808e-05,3.7528586457e-05
6060,1.68333333333,0.000382610708458,1.02638639338e-05,3.74252923231e-05
6120,1.7,0.000382115644988,1.03830869333e-05,3.73212591133e-05
6180,1.71666666667,0.000381601838474,1.05017042407e-05,3.72165428892e-05
6240,1.73333333333,0.000381069827889,1.06197091804e-05,3.7111196735e-05
6300,1.75,0.000380520139412,1.07370954278e-05,3.70052709147e-05
6360,1.76666666667,0.000379953286728,1.08538569971e-05,3.68988130215e-05
6420,1.78333333333,0.000379369771311,1.09699882303e-05,3.67918681185e-05
6480,1.8,0.000378770082715,1.10854837854e-05,3.66844788729e-05
6540,1.81666666667,0.000378154698844,1.1200338626e-05,3.6576685682e-05
