mcs,time_h,APAP,APAPS,APAPG
0,0,2.32889025646e-10,0,0
60,0.0166666666667,1.63744785519e-05,7.90742738828e-10,1.27177791874e-10
120,0.0333333333333,5.1197750862e-05,2.26105256771e-08,3.69427399472e-09
180,0.05,8.14496364785e-05,1.28881684441e-07,2.17145239797e-08
240,0.0666666666667,0.000103632746039,3.94199621883e-07,6.84625014566e-08
300,0.0833333333333,0.000119820053093,8.74418313789e-07,1.56884979111e-07
360,0.1,0.000132139692347,1.60063622992e-06,2.97081623388e-07
420,0.116666666667,0.000141998998036,2.58318634532e-06,4.96277043968e-07
480,0.133333333333,0.000150257862689,3.81735946516e-06,7.59193027439e-07
540,0.15,0.000157438650219,5.28841072205e-06,1.08847925563e-06
600,0.166666666667,0.000163861905034,6.97542891127e-06,1.48511376128e-06
660,0.183333333333,0.000169727019531,8.85417124469e-06,1.94874914843e-06
720,0.2,0.000175160090964,1.0899061842e-05,2.47800287879e-06
780,0.216666666667,0.000180242549835,1.30845523044e-05,3.07069704097e-06
840,0.233333333333,0.000185028394098,1.53860100728e-05,3.72405459623e-06
900,0.25,0.000189554612593,1.77802659658e-05,4.43485907391e-06
960,0.266666666667,0.000193847516722,2.02459233074e-05,5.19958400298e-06
1020,0.283333333333,0.000197926603047,2.27634933132e-05,6.01449746209e-06
1080,0.3,0.000201806953867,2.53154280524e-05,6.87574623935e-06
1140,0.316666666667,0.000205500692908,2.78860770933e-05,7.77942330022e-06
1200,0.333333333333,0.000209017914361,3.04615982395e-05,8.72162158956e-06
1260,0.35,0.000212367273759,3.30298420958e-05,9.69847663701e-06
1320,0.366666666667,0.000215556370377,3.55802232925e-05,1.07061999811e-05
1380,0.383333333333,0.000218592000615,3.81035870816e-05,1.17411050591e-05
1440,0.4,0.000221480330419,4.059207704e-05,1.27996269111e-05
1500,0.416666666667,0.000224227016099,4.30390075221e-05,1.38783368074e-05
1560,0.433333333333,0.00022683729166,4.54387430561e-05,1.49739527107e-05
1620,0.45,0.000229316033942,4.77865858849e-05,1.6083346328e-05
1680,0.466666666667,0.000231667812654,5.00786721812e-05,1.72035473748e-05
1740,0.483333333333,0.000233896929843,5.23118770262e-05,1.8331745571e-05
1800,0.5,0.000236007451764,5.44837279488e-05,1.94652907982e-05
1860,0.516666666667,0.000238003235082,5.65923266483e-05,2.0601691777e-05
1920,0.533333333333,0.000239887948771,5.86362784165e-05,2.17386135632e-05
1980,0.55,0.000241665092622,6.06146287234e-05,2.28738741119e-05
2040,0.566666666667,0.000243338013056,6.25268064088e-05,2.40054401166e-05
2100,0.583333333333,0.000244909916713,6.43725729272e-05,2.51314222972e-05
2160,0.6,0.000246383882229,6.61519771104e-05,2.625007028e-05
2220,0.616666666667,0.000247762870484,6.78653149348e-05,2.73597671895e-05
2280,0.633333333333,0.00024904973355,6.95130938177e-05,2.84590240513e-05
2340,0.65,0.000250247222559,7.1096000994e-05,2.95464740865e-05
2400,0.666666666667,0.000251357994621,7.26148755638e-05,3.06208666496e-05
